snapshot_date,store_id,product_id,dept_id,quantity_on_hand,quantity_on_order,reorder_point,days_of_supply,shrinkage_units,unit_cost_usd,inventory_value_usd,last_received_date
2024-12-31,STR-0027,PRD-000459,D03,3612,1592,192,166.7,10,797.78,2881581.36,2024-12-21
2024-12-31,STR-0027,PRD-000457,D03,1892,1975,241,104.9,48,699.34,1323151.28,2024-12-06
2024-12-31,STR-0027,PRD-000650,D03,2948,929,253,146.6,46,323.84,954680.32,2024-12-06
2024-12-31,STR-0027,PRD-002139,D09,4973,83,23,429.5,24,97.16,483176.68,2024-12-27
2024-12-31,STR-0027,PRD-000097,D01,1010,855,116,62.5,12,92.63,93556.3,2024-12-20
2024-12-31,STR-0027,PRD-001944,D09,288,1630,83,6.6,1,594.98,171354.24,2024-12-04
2024-12-31,STR-0027,PRD-001310,D06,2178,1716,453,55.2,13,660.36,1438264.08,2024-11-15
2024-12-31,STR-0027,PRD-002177,D09,3510,1952,66,639.4,14,132.88,466408.8,2024-11-27
2024-12-31,STR-0027,PRD-002298,D10,3185,164,132,72.9,39,371.57,1183450.45,2024-11-11
2024-12-31,STR-0027,PRD-002356,D10,718,1990,227,61.3,30,448.5,322023.0,2024-12-11
2024-12-31,STR-0027,PRD-000832,D04,2681,1196,445,469.5,15,380.65,1020522.65,2024-11-25
2024-12-31,STR-0027,PRD-001284,D06,2231,1741,179,338.9,38,592.85,1322648.35,2024-12-01
2024-12-31,STR-0027,PRD-002409,D10,3116,180,414,87.5,45,51.47,160380.52,2024-12-12
2024-12-31,STR-0027,PRD-001542,D07,2745,121,420,555.5,13,738.35,2026770.75,2024-11-10
2024-12-31,STR-0027,PRD-002460,D10,3127,743,275,167.9,40,371.64,1162118.28,2024-11-21
2024-12-31,STR-0027,PRD-001376,D06,264,1987,22,8.4,30,578.56,152739.84,2024-12-12
2024-12-31,STR-0027,PRD-001168,D05,-1309,245,99,43.7,35,783.58,1025706.22,2024-11-16
2024-12-31,STR-0027,PRD-000414,D02,2115,355,449,264.9,22,8.61,18210.15,2024-11-03
2024-12-31,STR-0027,PRD-001480,D07,680,961,160,21.2,17,592.6,402968.0,2024-11-14
2024-12-31,STR-0027,PRD-001750,D08,3052,185,383,147.9,31,446.69,1363297.88,2024-11-05
2024-12-31,STR-0027,PRD-000026,D01,2707,1614,58,55.2,2,580.65,1571819.55,2024-11-18
2024-12-31,STR-0027,PRD-001416,D07,-3711,1058,387,153.4,23,187.91,697334.01,2024-12-25
2024-12-31,STR-0027,PRD-000296,D02,2918,1487,26,97.3,49,509.28,1486079.04,2024-12-21
2024-12-31,STR-0028,PRD-000189,D01,4571,858,348,326.4,26,124.77,570323.67,2024-12-16
2024-12-31,STR-0028,PRD-000924,D04,77,1311,205,3.0,45,376.59,28997.43,2024-11-30
2024-12-31,STR-0028,PRD-000755,D04,4907,1376,26,901.9,14,31.18,153000.26,2024-11-12
2024-12-31,STR-0028,PRD-000071,D01,47,152,107,6.4,6,748.24,35167.28,2024-12-11
2024-12-31,STR-0028,PRD-000448,D02,2808,984,65,125.8,40,700.08,6487221.31,2024-11-21
2024-12-31,STR-0028,PRD-001874,D08,1237,712,278,56.7,45,738.92,914044.04,2024-11-14
2024-12-31,STR-0028,PRD-002488,D10,403,2000,176,14.5,8,41.57,16752.71,2024-11-26
2024-12-31,STR-0028,PRD-001807,D08,4453,602,417,117.6,8,747.61,3329107.33,2024-12-21
2024-12-31,STR-0028,PRD-001395,D06,1237,1877,365,41.3,47,170.38,210760.06,2024-11-22
2024-12-31,STR-0028,PRD-001717,D08,2288,1013,87,67.9,2,637.99,1459721.12,2024-11-06
2024-12-31,STR-0028,PRD-000680,D03,4512,1302,127,415.5,34,52.46,236699.52,2024-12-09
2024-12-31,STR-0028,PRD-001406,D07,4848,1682,107,131.7,7,332.74,1613123.52,2024-11-07
2024-12-31,STR-0028,PRD-001680,D07,1415,1923,458,36.1,29,424.47,600625.05,2024-12-27
2024-12-31,STR-0028,PRD-001713,D07,3486,1057,387,393.0,47,426.3,1486081.8,2024-12-23
2024-12-31,STR-0028,PRD-000538,D03,4559,172,454,93.2,33,430.89,1964427.51,2024-12-25
2024-12-31,STR-0028,PRD-000037,D01,110,1291,128,3.1,19,689.87,75885.7,2024-12-29
2024-12-31,STR-0028,PRD-000093,D01,4978,203,420,269.4,41,78.96,393062.88,2024-11-27
2024-12-31,STR-0028,PRD-001656,D07,3264,385,62,202.0,7,780.68,2548139.52,2024-11-19
2024-12-31,STR-0028,PRD-000125,D01,185,1475,124,20.0,33,512.92,94890.2,2024-11-23
2024-12-31,STR-0028,PRD-002336,D10,2686,251,115,54.9,5,397.99,1069001.14,2024-11-15
2024-12-31,STR-0028,PRD-001151,D05,165,726,121,4.6,46,564.0,93060.0,2024-11-06
2024-12-31,STR-0028,PRD-001614,D07,2049,689,219,45.8,34,141.0,288909.0,2024-12-18
2024-12-31,STR-0028,PRD-000574,D03,3022,1792,78,106.7,5,453.49,1370446.78,2024-11-16
2024-12-31,STR-0028,PRD-000357,D02,3280,1438,84,357.3,15,757.25,2483780.0,2024-12-03
2024-12-31,STR-0028,PRD-001963,D09,2824,183,245,415.6,26,600.61,5597204.71,2024-12-08
2024-12-31,STR-0028,PRD-001065,D05,4904,1080,401,854.7,36,220.21,1079909.84,2024-12-27
2024-12-31,STR-0028,PRD-002210,D09,2794,346,66,59.5,8,127.75,356933.5,2024-11-06
2024-12-31,STR-0028,PRD-001112,D05,4084,1039,36,88.1,18,583.42,2382687.28,2024-12-05
2024-12-31,STR-0028,PRD-001771,D08,2884,1925,155,415.2,36,109.38,315451.92,2024-12-03
2024-12-31,STR-0028,PRD-001396,D06,3408,347,498,75.3,30,246.35,839560.8,2024-12-20
2024-12-31,STR-0028,PRD-000673,D03,179,1591,55,5.7,42,334.67,59905.93,2024-11-03
2024-12-31,STR-0028,PRD-000309,D02,4254,135,179,145.2,8,647.96,9096192.07,2024-12-06
2024-12-31,STR-0028,PRD-001375,D06,2801,457,168,89.0,29,121.07,339117.07,2024-11-06
2024-12-31,STR-0028,PRD-000730,D04,4090,1235,43,90.7,31,303.36,4094449.92,2024-12-21
2024-12-31,STR-0028,PRD-001791,D08,4337,1805,76,121.2,12,661.62,2869445.94,2024-12-05
2024-12-31,STR-0028,PRD-000568,D03,1135,1411,108,173.5,0,42.81,48589.35,2024-12-25
2024-12-31,STR-0028,PRD-000520,D03,4295,317,17,560.8,22,87.73,376800.35,2024-12-02
2024-12-31,STR-0028,PRD-002003,D09,4669,1836,454,167.0,19,204.81,3155651.04,2024-12-10
2024-12-31,STR-0028,PRD-001218,D06,4325,347,204,195.5,30,614.56,2657972.0,2024-11-17
2024-12-31,STR-0028,PRD-000174,D01,-3720,1390,451,406.0,38,296.92,1104542.4,2024-11-13
2024-12-31,STR-0028,PRD-001747,D08,36,1600,342,3.8,30,56.35,2028.6,2024-11-01
2024-12-31,STR-0028,PRD-001978,D09,4673,225,397,414.9,43,32.64,152526.72,2024-12-23
2024-12-31,STR-0028,PRD-001667,D07,1408,1847,343,86.0,39,203.6,286668.8,2024-12-27
2024-12-31,STR-0028,PRD-001881,D08,944,578,271,25.7,29,346.36,326963.84,2024-12-03
2024-12-31,STR-0028,PRD-001949,D09,370,1353,132,10.1,27,28.63,10593.1,2024-11-20
2024-12-31,STR-0028,PRD-000460,D03,3889,1274,309,95.5,28,523.09,2034297.01,2024-11-23
2024-12-31,STR-0028,PRD-001634,D07,1278,1026,74,136.5,48,60.6,77446.8,2024-12-05
2024-12-31,STR-0028,PRD-001110,D05,4195,1839,164,720.1,35,295.27,1238657.65,2024-12-07
2024-12-31,STR-0028,PRD-001326,D06,3252,7,469,376.0,26,481.32,1565252.64,2024-12-08
2024-12-31,STR-0028,PRD-002330,D10,1012,1832,67,27.4,11,555.33,561993.96,2024-11-10
2024-12-31,STR-0028,PRD-001101,D05,1783,1297,330,52.0,2,123.61,220396.63,2024-11-15
2024-12-31,STR-0028,PRD-001201,D06,1392,1066,155,66.2,19,783.7,1090910.4,2024-12-25
2024-12-31,STR-0028,PRD-001125,D05,3371,182,12,233.1,21,296.56,999703.76,2024-12-20
2024-12-31,STR-0028,PRD-001573,D07,2645,1179,382,73.1,8,164.04,433885.8,2024-12-17
2024-12-31,STR-0028,PRD-001242,D06,305,1805,390,6.6,11,568.37,173352.85,2024-12-04
2024-12-31,STR-0028,PRD-000405,D02,-1219,822,486,66.5,32,23.8,29012.2,2024-11-12
2024-12-31,STR-0028,PRD-001433,D07,3997,764,221,91.6,41,378.38,1512384.86,2024-11-19
2024-12-31,STR-0028,PRD-000554,D03,309,458,429,9.3,40,427.67,132150.03,2024-12-26
2024-12-31,STR-0028,PRD-001673,D07,1844,184,187,128.0,18,47.28,87184.32,2024-12-06
2024-12-31,STR-0028,PRD-002274,D10,4840,1033,497,239.6,33,127.93,619181.2,2024-12-14
2024-12-31,STR-0028,PRD-001683,D07,4167,1082,318,120.1,5,574.4,2393524.8,2024-12-23
2024-12-31,STR-0028,PRD-002316,D10,4411,527,50,95.1,38,485.15,2139996.65,2024-12-13
2024-12-31,STR-0028,PRD-001672,D07,2241,47,14,282.2,3,569.66,1276608.06,2024-12-27
2024-12-31,STR-0028,PRD-000048,D01,2293,611,283,47.8,41,203.15,465822.95,2024-12-15
2024-12-31,STR-0028,PRD-000619,D03,4296,769,399,134.1,44,148.35,637311.6,2024-11-20
2024-12-31,STR-0028,PRD-001558,D07,1949,1072,334,39.8,40,753.02,4843198.73,2024-11-25
2024-12-31,STR-0028,PRD-000737,D04,1260,674,222,103.9,42,460.32,580003.2,2024-12-01
2024-12-31,STR-0028,PRD-002389,D10,3430,828,48,84.7,4,313.31,1074653.3,2024-11-04
2024-12-31,STR-0028,PRD-000778,D04,3082,11,316,471.2,19,120.43,371165.26,2024-12-04
2024-12-31,STR-0028,PRD-000611,D03,4388,1918,107,205.5,8,739.39,3244443.32,2024-12-03
2024-12-31,STR-0028,PRD-001579,D07,3081,246,78,295.4,22,764.76,2356225.56,2024-11-28
2024-12-31,STR-0028,PRD-001587,D07,1203,628,140,42.4,7,35.27,42429.81,2024-12-05
2024-12-31,STR-0028,PRD-001737,D08,4988,829,348,116.5,31,8.99,44842.12,2024-12-06
2024-12-31,STR-0028,PRD-000716,D04,2376,1068,407,141.5,2,205.86,489123.36,2024-11-12
2024-12-31,STR-0028,PRD-001670,D07,339,769,141,7.2,7,742.5,251707.5,2024-12-18
2024-12-31,STR-0028,PRD-000907,D04,4354,165,344,808.5,7,468.13,2038238.02,2024-12-03
2024-12-31,STR-0028,PRD-002345,D10,2614,1007,377,101.4,49,315.57,824899.98,2024-11-07
2024-12-31,STR-0028,PRD-000470,D03,3363,1048,39,140.1,32,617.7,2077325.1,2024-11-02
2024-12-31,STR-0028,PRD-000441,D02,4486,1572,384,189.0,28,700.38,3141904.68,2024-12-15
2024-12-31,STR-0028,PRD-002156,D09,4175,1154,179,1989.7,8,587.94,2454649.5,2024-12-13
2024-12-31,STR-0028,PRD-000756,D04,4664,359,470,461.3,20,684.1,3190642.4,2024-11-29
2024-12-31,STR-0028,PRD-001248,D06,4360,977,379,97.6,7,347.33,1514358.8,2024-12-08
2024-12-31,STR-0028,PRD-000052,D01,2415,408,295,73.2,39,667.46,1611915.9,2024-11-02
2024-12-31,STR-0028,PRD-001755,D08,1217,1179,17,76.6,7,337.23,410408.91,2024-12-21
2024-12-31,STR-0028,PRD-001417,D07,3259,1222,430,82.6,6,240.89,785060.51,2024-11-06
2024-12-31,STR-0028,PRD-001738,D08,-4899,203,327,116.4,41,240.66,1178993.34,2024-11-06
2024-12-31,STR-0028,PRD-000663,D03,3911,553,176,204.2,36,688.14,8881341.28,2024-12-16
2024-12-31,STR-0028,PRD-000288,D02,1675,1206,319,38.8,35,158.8,265990.0,2024-11-02
2024-12-31,STR-0028,PRD-000758,D04,4274,1045,57,188.3,46,516.46,2207350.04,2024-11-19
2024-12-31,STR-0028,PRD-002382,D10,3361,636,367,161.7,31,797.0,2678717.0,2024-12-18
2024-12-31,STR-0028,PRD-001562,D07,3943,191,296,109.2,40,275.7,1087085.1,2024-12-22
2024-12-31,STR-0028,PRD-002276,D10,1276,758,438,89.0,33,106.74,136200.24,2024-11-22
2024-12-31,STR-0028,PRD-000801,D04,192,1597,221,9.0,2,369.03,70853.76,2024-11-14
2024-12-31,STR-0028,PRD-000863,D04,2825,1533,219,279.8,16,40.85,115401.25,2024-12-24
2024-12-31,STR-0028,PRD-001471,D07,1562,410,277,45.2,24,261.11,407853.82,2024-12-17
2024-12-31,STR-0028,PRD-000085,D01,2178,1768,154,229.3,35,338.75,737797.5,2024-12-30
2024-12-31,STR-0028,PRD-001398,D06,2355,239,356,294.5,46,663.74,1563107.7,2024-11-13
2024-12-31,STR-0028,PRD-000265,D02,551,204,33,16.1,34,520.75,286933.25,2024-11-27
2024-12-31,STR-0028,PRD-001191,D06,955,1131,309,73.7,43,590.55,563975.25,2024-12-22
2024-12-31,STR-0028,PRD-000183,D01,2376,1737,123,155.7,18,729.34,1732911.84,2024-12-14
2024-12-31,STR-0028,PRD-000946,D04,4234,772,384,266.9,21,717.81,3039207.54,2024-12-21
2024-12-31,STR-0028,PRD-001616,D07,4009,1644,164,190.9,31,417.64,1674318.76,2024-11-03
2024-12-31,STR-0028,PRD-000783,D04,441,1770,412,70.4,8,547.45,241425.45,2024-11-30
2024-12-31,STR-0028,PRD-000223,D02,4968,1488,129,163.6,17,769.69,3823819.92,2024-12-04
2024-12-31,STR-0028,PRD-000764,D04,3153,864,500,65.3,30,84.72,267122.16,2024-12-01
2024-12-31,STR-0028,PRD-000669,D03,4718,219,494,180.8,8,505.44,2384665.92,2024-12-06
2024-12-31,STR-0028,PRD-002135,D09,2013,1075,309,239.0,21,662.04,4397865.52,2024-11-23
2024-12-31,STR-0028,PRD-002089,D09,4949,1731,355,218.9,39,584.3,2891700.7,2024-11-22
2024-12-31,STR-0028,PRD-001009,D05,1802,1440,247,363.0,27,624.85,1125979.7,2024-11-28
2024-12-31,STR-0028,PRD-002219,D09,4798,187,34,1946.5,34,495.2,2375969.6,2024-12-09
2024-12-31,STR-0028,PRD-001752,D08,1731,725,425,43.2,2,715.42,1238392.02,2024-11-29
2024-12-31,STR-0028,PRD-001564,D07,4086,972,488,445.2,23,624.41,2551339.26,2024-12-28
2024-12-31,STR-0028,PRD-001074,D05,4720,1446,481,110.0,38,634.72,2995878.4,2024-11-18
2024-12-31,STR-0028,PRD-000539,D03,2349,776,167,50.2,19,209.84,492914.16,2024-11-02
2024-12-31,STR-0028,PRD-001361,D06,-750,408,480,39.6,39,510.68,383010.0,2024-11-26
2024-12-31,STR-0028,PRD-000507,D03,4216,1013,395,156.6,44,509.04,2146112.64,2024-12-19
2024-12-31,STR-0028,PRD-001225,D06,2430,1654,193,64.1,17,670.71,1629825.3,2024-12-02
2024-12-31,STR-0028,PRD-000005,D01,3879,1695,105,144.1,50,615.67,2388183.93,2024-12-01
2024-12-31,STR-0028,PRD-000735,D04,2071,1924,282,78.3,47,325.61,674338.31,2024-11-28
2024-12-31,STR-0028,PRD-002026,D09,71,260,193,1.9,43,240.29,17060.59,2024-11-16
2024-12-31,STR-0028,PRD-002174,D09,3265,1908,305,191.2,20,14.95,48811.75,2024-12-18
2024-12-31,STR-0028,PRD-001470,D07,2318,959,167,111.6,3,408.58,947088.44,2024-11-02
2024-12-31,STR-0028,PRD-001209,D06,658,371,150,14.9,15,710.79,467699.82,2024-11-11
2024-12-31,STR-0028,PRD-001261,D06,4415,1019,27,135.8,32,573.59,2532399.85,2024-12-14
2024-12-31,STR-0028,PRD-001301,D06,3650,1075,302,89.8,36,113.81,415406.5,2024-11-18
2024-12-31,STR-0028,PRD-001269,D06,3047,1200,371,172.2,35,566.41,1725851.27,2024-12-01
2024-12-31,STR-0028,PRD-001345,D06,789,952,142,57.9,32,771.93,609052.77,2024-11-07
2024-12-31,STR-0028,PRD-002087,D09,-4929,1861,66,363.6,44,587.02,2893421.58,2024-11-28
2024-12-31,STR-0028,PRD-001052,D05,1904,254,58,450.2,39,632.94,1205117.76,2024-12-03
2024-12-31,STR-0028,PRD-002159,D09,4110,624,346,96.7,34,613.3,2520663.0,2024-12-23
2024-12-31,STR-0029,PRD-000795,D04,3038,1921,98,76.2,47,278.05,844715.9,2024-12-25
2024-12-31,STR-0029,PRD-000128,D01,3449,635,314,102.7,26,188.19,649067.31,2024-12-15
2024-12-31,STR-0029,PRD-000406,D02,708,1354,306,71.6,16,399.21,282640.68,2024-11-05
2024-12-31,STR-0029,PRD-002449,D10,3472,928,312,902.7,28,204.87,711308.64,2024-12-29
2024-12-31,STR-0029,PRD-000061,D01,2718,315,292,70.4,25,732.43,1990744.74,2024-12-16
2024-12-31,STR-0029,PRD-001611,D07,2209,1744,356,196.8,3,146.45,323508.05,2024-12-25
2024-12-31,STR-0029,PRD-001935,D09,1616,626,445,56.8,26,49.23,79555.68,2024-12-18
2024-12-31,STR-0029,PRD-001972,D09,4200,531,139,99.1,28,463.51,1946742.0,2024-11-11
2024-12-31,STR-0029,PRD-000348,D02,41,63,243,23.4,31,120.73,4949.93,2024-11-29
2024-12-31,STR-0029,PRD-002160,D09,311,858,307,7.9,50,786.45,244585.95,2024-11-16
2024-12-31,STR-0029,PRD-000541,D03,2070,413,136,92.2,23,725.32,1501412.4,2024-11-13
2024-12-31,STR-0029,PRD-001667,D07,1890,2000,177,109.2,15,203.6,384804.0,2024-11-05
2024-12-31,STR-0029,PRD-000228,D02,3910,1234,410,130.0,33,545.06,2131184.6,2024-11-07
2024-12-31,STR-0029,PRD-002096,D09,847,610,286,18.2,1,510.08,432037.76,2024-12-10
2024-12-31,STR-0029,PRD-002150,D09,339,424,281,35.0,19,632.14,214295.46,2024-12-21
2024-12-31,STR-0029,PRD-000662,D03,-3506,642,128,81.3,23,49.76,174458.56,2024-12-13
2024-12-31,STR-0029,PRD-002135,D09,3425,597,430,91.7,9,662.04,2267487.0,2024-11-17
2024-12-31,STR-0029,PRD-000876,D04,4626,689,451,360.6,20,56.82,262849.32,2024-11-02
2024-12-31,STR-0029,PRD-001461,D07,-941,1516,242,19.5,11,535.7,504093.7,2024-12-22
2024-12-31,STR-0029,PRD-002185,D09,3293,338,203,74.2,10,240.42,791703.06,2024-11-17
2024-12-31,STR-0029,PRD-001663,D07,256,362,472,14.0,37,539.93,138222.08,2024-11-17
2024-12-31,STR-0029,PRD-002038,D09,2464,821,152,58.1,13,561.79,1384250.56,2024-12-09
2024-12-31,STR-0029,PRD-002452,D10,18,1245,127,0.4,10,655.5,11799.0,2024-12-10
2024-12-31,STR-0029,PRD-000290,D02,66,67,109,2.4,36,304.21,20077.86,2024-12-11
2024-12-31,STR-0029,PRD-001601,D07,-4521,1012,352,293.4,1,400.18,1809213.78,2024-12-16
2024-12-31,STR-0029,PRD-002055,D09,4147,1829,103,151.5,49,190.46,789837.62,2024-12-24
2024-12-31,STR-0029,PRD-002214,D09,4490,412,386,286.2,34,261.38,1173596.2,2024-11-03
2024-12-31,STR-0029,PRD-000868,D04,858,1908,128,28.8,8,532.46,456850.68,2024-11-22
2024-12-31,STR-0029,PRD-001672,D07,980,450,104,26.3,16,569.66,558266.8,2024-11-27
2024-12-31,STR-0029,PRD-001819,D08,3633,1598,270,1030.9,39,183.73,667491.09,2024-12-20
2024-12-31,STR-0029,PRD-001745,D08,3207,1306,455,305.3,37,681.54,2185698.78,2024-11-01
2024-12-31,STR-0029,PRD-000758,D04,1442,558,136,50.1,7,516.46,744735.32,2024-11-19
2024-12-31,STR-0029,PRD-000209,D01,4665,724,28,416.6,32,638.56,2978882.4,2024-11-04
2024-12-31,STR-0029,PRD-002059,D09,4797,98,493,1013.4,31,153.48,736243.56,2024-11-11
2024-12-31,STR-0029,PRD-000799,D04,3260,1158,394,207.9,23,796.08,2595220.8,2024-12-18
2024-12-31,STR-0029,PRD-001258,D06,1392,1347,430,34.2,29,646.66,900150.72,2024-12-05
2024-12-31,STR-0029,PRD-000059,D01,1302,1901,371,389.8,47,497.8,648135.6,2024-12-24
2024-12-31,STR-0029,PRD-000338,D02,4830,1174,206,116.5,50,503.51,2431953.3,2024-12-02
2024-12-31,STR-0029,PRD-000119,D01,3858,119,371,389.2,6,459.8,1773908.4,2024-12-09
2024-12-31,STR-0029,PRD-000934,D04,3112,321,23,300.4,39,696.4,2167196.8,2024-12-20
2024-12-31,STR-0029,PRD-002372,D10,4104,468,326,181.7,17,523.39,2147992.56,2024-11-05
2024-12-31,STR-0029,PRD-002483,D10,2141,911,239,44.4,2,361.61,774207.01,2024-11-22
2024-12-31,STR-0029,PRD-001915,D08,3414,767,440,403.0,38,663.77,2266110.78,2024-12-01
2024-12-31,STR-0029,PRD-001815,D08,3550,283,241,122.8,21,188.71,669920.5,2024-12-25
2024-12-31,STR-0029,PRD-002432,D10,4010,157,39,169.5,35,4.23,16962.3,2024-12-29
2024-12-31,STR-0029,PRD-002133,D09,4360,318,142,410.7,30,162.41,708107.6,2024-12-04
2024-12-31,STR-0029,PRD-001155,D05,3918,820,232,105.9,28,638.93,2503327.74,2024-12-16
2024-12-31,STR-0029,PRD-001946,D09,2534,1343,92,76.8,5,332.89,843543.26,2024-12-29
2024-12-31,STR-0029,PRD-002280,D10,1049,399,133,27.5,1,40.2,42169.8,2024-12-15
2024-12-31,STR-0029,PRD-000461,D03,2052,1334,425,62.3,5,19.58,40178.16,2024-11-24
2024-12-31,STR-0029,PRD-002121,D09,1411,836,354,76.7,39,405.88,1889899.04,2024-12-17
2024-12-31,STR-0029,PRD-000492,D03,623,253,321,532.0,32,490.36,305494.28,2024-11-21
2024-12-31,STR-0029,PRD-001884,D08,3066,1515,295,148.2,24,535.22,1640984.52,2024-11-20
2024-12-31,STR-0029,PRD-001031,D05,517,1049,145,18.2,25,625.46,323362.82,2024-11-20
2024-12-31,STR-0029,PRD-000285,D02,2062,765,300,585.9,17,246.82,508942.84,2024-12-10
2024-12-31,STR-0029,PRD-001549,D07,466,334,401,22.7,23,85.54,39861.64,2024-12-15
2024-12-31,STR-0029,PRD-001036,D05,2306,804,420,47.6,10,721.3,1663317.8,2024-11-30
2024-12-31,STR-0029,PRD-001117,D05,2469,122,228,861.1,16,469.1,1158207.9,2024-12-19
2024-12-31,STR-0029,PRD-001893,D08,2294,133,404,367.4,18,392.49,2971227.8,2024-11-29
2024-12-31,STR-0029,PRD-000896,D04,1162,1948,402,29.8,49,356.11,413799.82,2024-11-04
2024-12-31,STR-0029,PRD-000407,D02,1787,1912,94,377.0,37,613.48,1096288.76,2024-12-14
2024-12-31,STR-0029,PRD-001531,D07,2969,1514,137,79.2,0,709.49,2106475.81,2024-12-21
2024-12-31,STR-0029,PRD-002373,D10,4123,165,173,240.5,11,546.5,2253219.5,2024-12-30
2024-12-31,STR-0029,PRD-000058,D01,3643,301,362,233.0,14,304.61,1109694.23,2024-12-12
2024-12-31,STR-0029,PRD-002463,D10,2474,431,174,93.9,26,47.32,117069.68,2024-11-27
2024-12-31,STR-0029,PRD-000937,D04,83,960,296,2.5,43,100.25,8320.75,2024-12-11
2024-12-31,STR-0029,PRD-001713,D07,246,340,65,6.5,20,426.3,104869.8,2024-12-15
2024-12-31,STR-0029,PRD-000668,D03,418,1949,97,246.0,10,120.95,166838.43,2024-12-23
2024-12-31,STR-0029,PRD-001208,D06,3288,1559,213,66.9,31,348.81,1146887.28,2024-11-09
2024-12-31,STR-0029,PRD-000931,D04,4209,1954,395,107.6,23,122.29,514718.61,2024-12-06
2024-12-31,STR-0029,PRD-001820,D08,2164,1046,369,123.7,0,533.23,1153909.72,2024-12-12
2024-12-31,STR-0029,PRD-000643,D03,1412,1954,255,588.3,34,68.36,96524.32,2024-11-28
2024-12-31,STR-0029,PRD-002489,D10,587,1294,29,116.9,0,703.77,413112.99,2024-11-24
2024-12-31,STR-0029,PRD-001471,D07,1044,925,132,103.9,20,261.11,272598.84,2024-12-22
2024-12-31,STR-0029,PRD-002499,D10,855,1487,124,42.4,31,414.1,354055.5,2024-11-26
2024-12-31,STR-0029,PRD-001403,D07,1678,1590,294,285.9,13,192.12,322377.36,2024-12-30
2024-12-31,STR-0029,PRD-001873,D08,932,1197,22,40.1,50,68.57,63907.24,2024-11-05
2024-12-31,STR-0029,PRD-002176,D09,2454,160,37,1608.9,34,250.99,615929.46,2024-12-02
2024-12-31,STR-0029,PRD-001653,D07,1858,704,182,111.4,10,222.68,413739.44,2024-12-16
2024-12-31,STR-0029,PRD-001728,D08,4116,492,424,88.9,37,680.97,2802872.52,2024-12-29
2024-12-31,STR-0029,PRD-000100,D01,1422,1286,14,941.0,1,789.15,1122171.3,2024-12-22
2024-12-31,STR-0029,PRD-000865,D04,3867,190,451,97.6,14,169.94,657157.98,2024-11-21
2024-12-31,STR-0029,PRD-002316,D10,2246,59,208,53.2,23,485.15,1089646.9,2024-11-02
2024-12-31,STR-0029,PRD-000830,D04,2278,293,481,72.9,25,574.91,1309644.98,2024-11-19
2024-12-31,STR-0029,PRD-000523,D03,1033,258,374,41.4,3,310.82,321077.06,2024-12-08
2024-12-31,STR-0029,PRD-000420,D02,4769,981,65,469.4,35,192.85,919701.65,2024-11-01
2024-12-31,STR-0029,PRD-002277,D10,1261,962,348,123.2,36,437.08,551157.88,2024-11-25
2024-12-31,STR-0029,PRD-001770,D08,157,585,490,19.3,42,402.51,63194.07,2024-12-12
2024-12-31,STR-0029,PRD-001376,D06,2812,1507,342,2578.3,18,578.56,1626910.72,2024-11-26
2024-12-31,STR-0029,PRD-002232,D09,2952,1301,466,152.8,18,226.51,668657.52,2024-11-25
2024-12-31,STR-0029,PRD-002170,D09,2674,1024,408,113.3,3,401.49,1073584.26,2024-12-18
2024-12-31,STR-0029,PRD-000078,D01,2616,1429,352,517.6,37,314.19,821921.04,2024-12-24
2024-12-31,STR-0029,PRD-001130,D05,1249,535,24,25.5,38,143.68,179456.32,2024-11-19
2024-12-31,STR-0029,PRD-000252,D02,1687,1129,38,35.6,9,283.57,478382.59,2024-11-13
2024-12-31,STR-0029,PRD-001916,D08,4979,1853,270,104.3,39,683.71,3404192.09,2024-12-27
2024-12-31,STR-0029,PRD-002454,D10,4975,139,300,100.3,0,198.73,988681.75,2024-12-18
2024-12-31,STR-0029,PRD-000674,D03,4418,1713,112,257.3,10,479.68,2119226.24,2024-12-03
2024-12-31,STR-0029,PRD-001281,D06,1223,1801,141,93.3,33,320.34,391775.82,2024-11-17
2024-12-31,STR-0029,PRD-001178,D06,1781,1479,103,52.0,42,423.35,753986.35,2024-11-17
2024-12-31,STR-0029,PRD-000240,D02,4730,598,406,330.3,40,60.11,284320.3,2024-12-14
2024-12-31,STR-0029,PRD-001050,D05,2468,1587,103,223.1,9,430.67,1062893.56,2024-11-05
2024-12-31,STR-0029,PRD-001364,D06,3441,1190,312,535.6,4,755.01,2597989.41,2024-11-27
2024-12-31,STR-0029,PRD-001138,D05,2606,472,160,120.5,27,179.35,467386.1,2024-11-04
2024-12-31,STR-0029,PRD-002177,D09,3084,1066,480,1108.5,25,132.88,409801.92,2024-12-29
2024-12-31,STR-0029,PRD-000908,D04,3961,487,191,344.7,12,56.05,222014.05,2024-12-24
2024-12-31,STR-0029,PRD-000764,D04,290,1832,58,9.2,48,84.72,24568.8,2024-11-27
2024-12-31,STR-0029,PRD-000380,D02,1607,1398,368,62.0,48,570.79,917259.53,2024-11-27
2024-12-31,STR-0029,PRD-001196,D06,1862,1675,440,118.8,30,34.81,64816.22,2024-12-17
2024-12-31,STR-0029,PRD-000261,D02,1198,212,219,30.6,24,752.46,901447.08,2024-12-06
2024-12-31,STR-0029,PRD-002003,D09,4885,1747,257,138.0,6,204.81,1000496.85,2024-12-15
